FAMILIA,RESISTENCIA,TRAT.SUPERFICIAL,DIA,MES,ANO,PECA_EMPENADA/TORTA,MISTURA,OXIDACAO,TRAT.SUPERFICIAL.1,TRINCA,SEM_PROJECAO,SEM_SERRILHA,CABECA_DIMENSIONAL_MAIOR_QUE_ESPEC,CABECA_DIMENSIONAL_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CABECA,REBARBA_CABECA,SEM_CHANFRO,CHANFRO_COMPRIMENTO_MAIOR_QUE_ESPEC,CHANFRO_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CHANFRO,REBARBA_CHANFRO,CHAVE_ARREDONDADA,EXCESSO_TRATAMENTO_SUPERFICIAL_CHAVE,CHAVE_DIMENSIONAL_MAIOR_QUE_ESPEC,CHAVE_DIMENSIONAL_MENOR_ESPEC,DEFORMACAO_(BATIDA)_CHAVE,REBARBA_CHAVE,FLANGE_DIAMETRO_MAIOR_ESPEC,FLANGE_DIAMETRO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_FLANGE,FALTA_MATERIAL_FLANGE,REBARBA_FLANGE,DEFORMACAO_(BATIDA)_CORPO,FALTA_MATERIAL_CORPO,SEM_PONTA,PONTA_COMPRIMENTO_MAIOR_QUE_ESPEC,PONTA_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_PONTA,REBARBA_PONTA,SEM_RECARTILHO,RECARTILHO_CURTO,RECARTILHO_COMPRIDO,DEFORMACAO_(BATIDA)_RECARTILHO,EXCESSO_TRATAMENTO_SUPERFICIAL_ROSCA,SEM_ROSCA,FALTA_DE_FILETES_DE_ROSCA,SOBRA_DE_FILETES_DE_ROSCA,ROSCA_SOBRE_O_CORPO,ROSCA_INCLINADA,DEFORMACAO_(BATIDA)_ROSCA,OBSTRUIDA/FECHADA,FALTA_DE_MATERIAL(ARRUELA),ARRUELA_MAIOR_QUE_A_ESPECIFICACAO,ARRUELA_MENOR_QUE_A_ESPECIFICACAO,SEM_ARRUELA,QTD._MENOR_QUE_O_ESPECIFICADO,QTD._MAIOR_QUE_O_ESPECIFICADO,ARRUELA_TROCADA,ARRUELA_DEFORMADA/BATIDA,TOTAL_DEFEITOS,USINA,QTD_SELECIONADA,MAQUINA,BITOLA,COMPRIMENTO,FAMILIA_ROT,RESISTENCIA_ROT,TRAT_SUPERFICIAL_ROT,USINA_ROT,MATERIA_PRIMA,MATERIA_PRIMA_ROT,MAQUINA_ROT,LOTE_COM_PROBLEMA,TIPO_DEFEITO
PARAF 6 LOBE INT,8.8,ZNNI PRETO,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,6100,CELULA21 BF13B4S,6.0,20.0,2,10,11,2,10B33,7,30,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,12750,CELULA 42 SP38,8.0,71.0,2,2,12,2,4140,9,3,0,SEM_DEFEITO
PARAF ALLEN,10.9,ZNNI PRETO,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5100,CELULA26 SP27,8.0,16.0,3,2,11,3,DIN41,11,35,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZP CR3,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8750,CELULA38 HBF-408,6.0,16.0,2,10,13,3,1022,4,45,0,SEM_DEFEITO
PORCA FLANG,C0,GEOMET,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,13700,CP-04 BFNF14B,8.0,0.0,18,12,5,2,10B21,6,55,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,7246,CELULA 51 SP360L,12.0,75.0,7,2,5,2,10B33,7,8,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6177,CELULA 53 CD513,10.0,35.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,20664,CELULA34 HBF425S,6.0,20.0,7,10,11,3,5137,10,42,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZNNI PRETO,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2360,CELULA07 CH2-LA,8.0,75.0,12,10,11,3,1022,4,16,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,24,5,2025,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,DUFERCO,20210,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B33,7,6,1,MISTURA
PARAF 6 LOBE INT,8.8,ZNNI PRETO,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,6400,CELULA38 HBF-408,6.0,20.0,2,10,11,2,10B33,7,45,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3000,CELULA 53 CD513,10.0,40.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,24,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,11650,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,38019,CELULA35 SP27,8.0,25.0,7,2,5,2,10B33,7,43,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15133,CELULA07 CH2-LA,8.0,75.0,12,10,11,3,5137,10,16,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10300,CELULA 44 SP48,14.0,35.0,7,2,5,2,10B33,7,5,0,SEM_DEFEITO
PARAF SEXT,10.9,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7100,CELULA14 BF13B3S,8.0,18.0,15,2,4,3,5137,10,23,0,SEM_DEFEITO
PARAF SEXT,10.9,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3099,CELULA14 BF13B3S,8.0,18.0,15,2,4,3,5137,10,23,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,10000,CP-03 BFNF14B,8.0,0.0,23,14,7,1,PL21,16,54,0,SEM_DEFEITO
PARAF SOLDA,8.8,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5091,CELULA04 CH2LA,8.0,25.0,16,10,4,3,1022,4,14,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,34023,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B33,7,6,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,8381,CELULA32 SP37CR,10.0,70.0,7,2,5,1,PL30,18,41,0,SEM_DEFEITO
PORCA SEXT TRAV MEC,C0,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,3126,CP-06 BFNF19B,10.0,0.0,22,12,5,1,PL21,16,57,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,19812,CELULA29 SP37,11.11,20.0,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,13000,CELULA 53 CD513,10.0,40.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,12750,CELULA 42 SP38,8.0,71.0,2,2,12,2,4140,9,3,0,SEM_DEFEITO
PARAF ALLEN,10.9,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,12500,CELULA26 SP27,8.0,16.0,3,2,11,3,DIN41,11,35,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZP CR3,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,17400,CELULA38 HBF-408,6.0,16.0,2,10,13,3,1022,4,45,0,SEM_DEFEITO
PARAF ALLEN,10.9,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,12100,CELULA26 SP27,8.0,25.0,3,2,11,3,DIN41,11,35,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8000,CELULA21 BF13B4S,6.0,20.0,2,10,11,2,10B33,7,30,0,SEM_DEFEITO
PARAF SEXT,10.9,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,4300,CELULA12 CH2-LA,7.94,14.29,15,2,4,1,PL30,18,21,0,SEM_DEFEITO
PORCA SEXT TRAV MEC,C0,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,4300,CP-06 BFNF19B,10.0,0.0,22,12,5,1,PL21,16,57,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,4000,CELULA 42 SP38,8.0,71.0,2,2,12,2,4140,9,3,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,35000,CELULA30 SP27,8.0,20.0,7,10,11,3,5137,10,39,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3000,CELULA 53 CD513,10.0,40.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF SEXT,10.9,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,3212,CELULA12 CH2-LA,7.94,14.29,15,2,4,1,PL30,18,21,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3000,CELULA 53 CD513,10.0,40.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3693,CELULA30 SP27,8.0,20.0,7,10,11,3,5137,10,39,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,29769,CELULA48 SP250,6.0,12.5,7,2,4,3,5137,10,48,0,SEM_DEFEITO
PARAF SOLDA,5.8,POLIDO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,17557,CELULA11 CH2-LA,6.0,24.6,16,8,7,1,PC15,15,20,0,SEM_DEFEITO
PARAF FLANG,10.9,ZNNI TRANSP,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,1954,CELULA 45 SP28,8.0,40.0,7,2,12,2,10B33,7,6,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,26,5,2025,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,DUFERCO,12255,CELULA 42 SP38,8.0,71.0,2,2,12,2,4140,9,3,1,TRINCA
PARAF ALLEN,10.9,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,12000,CELULA26 SP27,8.0,25.0,3,2,11,3,DIN41,11,35,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,20000,CELULA 53 CD513,10.0,40.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,9425,CELULA52 BF19-4S,12.0,40.0,7,2,5,2,10B33,7,51,0,SEM_DEFEITO
PARAF SOLDA,8.8,POLIDO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,19641,CELULA11 CH2-LA,6.0,35.0,16,10,7,3,1022,4,20,0,SEM_DEFEITO
PORCA SEXT TRAV MEC,C0,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,20273,CP-06 BFNF19B,10.0,0.0,22,12,5,1,PL21,16,57,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,25000,CELULA 42 SP38,8.0,71.0,2,2,12,2,4140,9,3,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7525,CELULA 53 CD513,10.0,40.0,7,10,5,3,1022,4,9,0,SEM_DEFEITO
PARAF SEXT,8.8,ZINC CLEAR,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,11550,CELULA01 CH2,9.52,19.05,15,10,10,3,1030,5,11,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10800,CELULA21 BF13B4S,6.0,20.0,2,10,11,2,10B33,7,30,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,30050,CELULA50 SP18,6.0,18.0,7,10,5,3,1022,4,50,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,24515,CELULA30 SP27,8.0,20.0,7,10,11,3,5137,10,39,0,SEM_DEFEITO
PARAF SOLDA,5.8,POLIDO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,9430,CELULA11 CH2-LA,6.0,20.0,16,8,7,1,PC15,15,20,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3500,CELULA39 SP38EL,12.0,55.0,7,10,5,3,5137,10,46,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,1071,CELULA32 SP37CR,10.0,80.0,7,4,4,3,5137,10,41,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,15075,CELULA38 HBF-408,6.0,20.0,2,10,11,2,10B33,7,45,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,26,5,2025,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,DUFERCO,11780,CELULA 42 SP38,8.0,71.0,2,2,12,2,4140,9,3,1,TRINCA
PARAF ALLEN,10.9,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,9700,CELULA26 SP27,8.0,25.0,3,2,11,3,DIN41,11,35,0,SEM_DEFEITO
PARAF ALLEN,10.9,ZNNI PRETO,26,5,2025,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GERDAU SP,2003,CELULA26 SP27,8.0,16.0,3,2,11,3,DIN41,11,35,1,MISTURA
PARAF ALLEN,10.9,ZNNI PRETO,26,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,14000,CELULA26 SP27,8.0,16.0,3,2,11,3,DIN41,11,35,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,ZP CR3,26,5,2025,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GERDAU SP,22902,CELULA38 HBF-408,6.0,16.0,2,10,13,3,1022,4,45,1,MISTURA
PARAF FLANG,8.8,GEOMET,27,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,1435,CELULA50 SP18,6.0,18.0,7,10,5,3,1022,4,50,0,SEM_DEFEITO
PARAF SEXT,10.9,POLIDO,27,5,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,3000,CELULA32 SP37CR,10.0,80.0,15,2,7,1,PL30,18,41,0,SEM_DEFEITO
